Multi-Category Schedule 2,,,
Category,Family and Type,Level,IfcGUID
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMK7
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKQ
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKR
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV: Standard,Level 2,2_OMxEyfn1wf2_6HFEdMKS
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKV
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKI
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKL
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKM
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV: Standard,Level 2,2_OMxEyfn1wf2_6HFEdMKN
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKg
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKh
Pipe Fittings,M_Bend - PVC - Sch 40 - DWV: Standard,Level 2,2_OMxEyfn1wf2_6HFEdMKi
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKl
Pipe Fittings,M_Tee - Generic: Standard,Level 3,2_OMxEyfn1wf2_6HFEdMKY
Pipe Fittings,M_Tee Sanitary - PVC - Sch 40 - DWV: Standard,Level 3,2_OMxEyfn1wf2_6HFEdMKu
Pipe Fittings,M_Tee Sanitary - PVC - Sch 40 - DWV: Standard,Level 3,2_OMxEyfn1wf2_6HFEdMKw
Pipe Fittings,M_Tee Sanitary - PVC - Sch 40 - DWV: Standard,Level 2,2_OMxEyfn1wf2_6HFEdMKy
Pipe Fittings,M_Tee Sanitary - PVC - Sch 40 - DWV: Standard,Level 3,2_OMxEyfn1wf2_6HFEdMKz
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMK_
Pipe Fittings,M_Transition - Generic: Standard,Level 2,2_OMxEyfn1wf2_6HFEdMKo
Pipe Fittings,M_Tee Sanitary - PVC - Sch 40 - DWV: Standard,Level 3,2_OMxEyfn1wf2_6HFEdMKq
Pipes,Pipe Types: Standard,,2_OMxEyfn1wf2_6HFEdMKr
Air Terminals,M_Return Diffuser: 600 x 600 Face 300 x 300 Connection,Level 2,2aL7VYuFT5298fFTVNOzw5
Air Terminals,M_Return Diffuser: 600 x 600 Face 300 x 300 Connection,Level 2,2aL7VYuFT5298fFTVNOzxE
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MCB - Surface: 100 A,Level 1,1Atj4lkpv3qwTaPKeAZIaZ
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MCB - Surface: 100 A,Level 1,1Atj4lkpv3qwTaPKeAZIak
Electrical Equipment,M_Lighting and Appliance Panelboard - 208V MCB - Surface: 100 A,Level 1,1Atj4lkpv3qwTaPKeAZIal
Electrical Equipment,M_Dry Type Transformer - 480-208Y120 - NEMA Type 3R: 15 kVA,Level 1,1Atj4lkpv3qwTaPKeAZIae
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZT3C
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZT3L
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZT3U
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZT2h
Electrical Equipment,M_Dry Type Transformer - 480-208Y120 - NEMA Type 2: 500 kVA,Level 1,1Atj4lkpv3qwTaPKeAZTF4
Walls,Basic Wall: MW 11.5,,1Atj4lkpv3qwTaPKeAZTuQ
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MCB - Surface: 100 A,Level 2,1Atj4lkpv3qwTaPKeAZTYd
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MCB - Surface: 100 A,Level 2,1Atj4lkpv3qwTaPKeAZTYX
Electrical Equipment,M_Lighting and Appliance Panelboard - 208V MCB - Surface: 100 A,Level 2,1Atj4lkpv3qwTaPKeAZTYY
Electrical Equipment,M_Dry Type Transformer - 480-208Y120 - NEMA Type 3R: 15 kVA,Level 2,1Atj4lkpv3qwTaPKeAZTYZ
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MCB - Surface: 100 A,Level 3,1Atj4lkpv3qwTaPKeAZTcm
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MCB - Surface: 100 A,Level 3,1Atj4lkpv3qwTaPKeAZTco
Electrical Equipment,M_Lighting and Appliance Panelboard - 208V MCB - Surface: 100 A,Level 3,1Atj4lkpv3qwTaPKeAZTcp
Electrical Equipment,M_Dry Type Transformer - 480-208Y120 - NEMA Type 3R: 15 kVA,Level 3,1Atj4lkpv3qwTaPKeAZTcy
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZTfc
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZTfl
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZTlR
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZTkz
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZSHM
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZSHV
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZSGW
Electrical Circuits,,,1Atj4lkpv3qwTaPKeAZSSj
Doors,Drehflügel 1-flg - Stahlzarge: 88.5 x 2.26,Level 2,1Atj4lkpv3qwTaPKeAZS1W
Electrical Equipment,M_Circuit Breaker Switchboard: 762mmx965mm,Level 1,3e2tt0JCz65wel0xJsOxL3
Electrical Circuits,,,0fb1g47z9AuuGX3lzxBZkB
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIyW_
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIy_Y
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIy_F
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIyu$
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIyu_
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIyuv
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2mdV_vEqj3Tv82dSeqIyux
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqIyuw
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqI$sz
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2mdV_vEqj3Tv82dSeqI$sq
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2mdV_vEqj3Tv82dSeqI$sj
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551qDg
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551qDJ
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rgs
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rg2
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551ric
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rJG
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rLd
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rNS
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rNT
Ducts,Round Duct: Taps,,2asTCmYYn3dx0cpA551rPA
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551r5Z
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rBU
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rAB
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551rAS
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rAO
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551rDk
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551rDi
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rDh
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551rD3
Conduit Fittings,Conduit Body - Type L - Aluminum: Standard,Level 2,2asTCmYYn3dx0cpA551rCw
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551rCG
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551rFr
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551rFp
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551wnl
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551wtq
Conduit Runs,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551wtr
Conduits,Conduit without Fittings: Rigid Nonmetallic Conduit (RNC Sch 80),,2asTCmYYn3dx0cpA551wtD
Conduit Fittings,Conduit Elbow - without Fittings - RNC: Standard,Level 1,2asTCmYYn3dx0cpA551wtA
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlgS
Columns,Strut: 1.5" x 1.5",Roof Level,14Rr$CIp51kBF_ySdlGl9W
Columns,Strut: 1.5" x 1.5",Roof Level,14Rr$CIp51kBF_ySdlGlHK
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlT3
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlTx
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlTs
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlUf
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlUa
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlVF
Electrical Circuits,,,14Rr$CIp51kBF_ySdlGlVA
Electrical Circuits,,,03X2k0tJj79w6EyQaSnytk
Electrical Circuits,,,03X2k0tJj79w6EyQaSnyqa
Electrical Circuits,,,03X2k0tJj79w6EyQaSnywU
Electrical Circuits,,,03X2k0tJj79w6EyQaSnyw7
Electrical Circuits,,,03X2k0tJj79w6EyQaSnyxq
Columns,Strut: 1.5" x 1.5",Roof Level,03X2k0tJj79w6EyQaSnyuO
Columns,Strut: 1.5" x 1.5",Roof Level,03X2k0tJj79w6EyQaSnyun
Electrical Circuits,,,270OwdHo11yxGy37SXnE7d
Electrical Circuits,,,270OwdHo11yxGy37SXnE46
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2iZgf1QJj7$h08v1zHcMyJ
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2iZgf1QJj7$h08v1zHcMyL
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Roof Level,2iZgf1QJj7$h08v1zHcMyM
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,3BTIIleZXEmRp_KOsEwCgs
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9AioX
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aioe
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9AinU
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9AinS
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Ain_
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aimu
Pipe Fittings,M_Tee - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9Aim$
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aim_
Pipe Fittings,M_Transition - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9AimZ
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9AilK
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9AilC
Pipe Fittings,M_Tee - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9Ailp
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Ailo
Pipe Fittings,M_Transition - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9Ailt
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9Ailq
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9Ailx
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aila
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Ailj
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9AikN
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9AikM
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aik6
Pipe Fittings,M_Tee - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9Aik5
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aik4
Pipe Fittings,M_Transition - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9Aik9
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9Aik8
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9AikE
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aikq
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9Aiky
Pipe Fittings,M_Tee - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9AikZ
Pipes,Pipe Types: Standard,,1LGD$pTwb9ZfH8mQX9AikY
Pipe Fittings,M_Transition - Generic: Standard,Level 2,1LGD$pTwb9ZfH8mQX9Aikd
Pipe Fittings,M_Elbow - Generic: Standard,Roof Level,1LGD$pTwb9ZfH8mQX9Aikc
Pipe Fittings,M_Transition - Generic: Standard,Level 3,1LGD$pTwb9ZfH8mQX9AijR
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,1LGD$pTwb9ZfH8mQX9Aihh
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1LGD$pTwb9ZfH8mQX9Aihf
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,1LGD$pTwb9ZfH8mQX9Aig0
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1LGD$pTwb9ZfH8mQX9Aig5
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1LGD$pTwb9ZfH8mQX9Aigi
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,1LGD$pTwb9ZfH8mQX9Aieo
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,1LGD$pTwb9ZfH8mQX9Aien
Pipe Fittings,M_Pipe Elbow: Standard,Level 1,3HtdjQd0r8iPtJ8NcPNz8W
Pipe Fittings,M_Tee - Generic: Standard,Level 1,3HtdjQd0r8iPtJ8NcPNz91
Pipes,Pipe Types: Standard,,3HtdjQd0r8iPtJ8NcPNz9_
Duct Systems,Duct System: Return Air,,1AlnbiY$X688L3BLIBmyLc
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLa
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLZ
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLY
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLX
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLW
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyL$
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyL_
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLv
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLs
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLp
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLo
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyLm
Duct Systems,Duct System: Exhaust Air,,1AlnbiY$X688L3BLIBmyKA
Duct Systems,Duct System: Exhaust Air,,1AlnbiY$X688L3BLIBmyK9
Duct Systems,Duct System: Exhaust Air,,1AlnbiY$X688L3BLIBmyK8
Duct Systems,Duct System: Supply Air,,1AlnbiY$X688L3BLIBmyK7
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1i7f6GmOb6_OHwciNzLjG7
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,1i7f6GmOb6_OHwciNzLjGO
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1i7f6GmOb6_OHwciNzLjSg
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,1i7f6GmOb6_OHwciNzLjS_
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,1i7f6GmOb6_OHwciNzLjV5
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLjUP
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLjUQ
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLjOC
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLjOD
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLjO7
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLjOO
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLjRQ
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLjRR
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj5_
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj5m
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj4w
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj4x
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj6C
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj6D
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj10
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj11
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj3C
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj3D
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj3b
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj3c
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLj2c
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLj2d
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,1i7f6GmOb6_OHwciNzLjDf
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLjDg
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjCY
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjCZ
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjE2
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjE3
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLj9X
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLj9Y
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLj8z
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLj8_
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjBW
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjBX
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjAU
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjAV
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjr0
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjr1
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjrv
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjrw
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjtE
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjtF
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjsN
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjse
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjny
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjnz
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjpH
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjpI
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjoo
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjop
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjyh
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjyi
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLj$A
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLj$B
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLj_5
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLj_6
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1i7f6GmOb6_OHwciNzLjve
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1i7f6GmOb6_OHwciNzLjvf
Duct Fittings,M_Round Duct Transition - Angle: 45 Degree,Level 2,1i7f6GmOb6_OHwciNzLjuj
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1KuWg5cuLALu5gcVcyGYPV
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1KuWg5cuLALu5gcVcyGYPS
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 3,1KuWg5cuLALu5gcVcyGYQd
Duct Fittings,M_Rectangular to Round Duct Transition - Angle: 45 Degree,Level 3,1KuWg5cuLALu5gcVcyGYQa
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,33F7tapen0t9eSoAYL0pJn
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,33F7tapen0t9eSoAYL0pHH
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 3,33F7tapen0t9eSoAYL0pVT
Pipe Fittings,M_Cap - Generic: Standard,Roof Level,2zcKO9iQr0kv7auGoue_eu
Pipes,Pipe Types: Standard,,2zcKO9iQr0kv7auGoue_iI
Pipes,Pipe Types: Standard,,2zcKO9iQr0kv7auGoue_jd
Pipes,Pipe Types: Standard,,2zcKO9iQr0kv7auGoue_Yc
Piping Systems,Piping System: Hydronic Return,,1$ROoWqzL5LRFtoLOfUhV6
Pipes,Pipe Types: Standard,,1$ROoWqzL5LRFtoLOfUhSt
Pipes,Pipe Types: Standard,,1$ROoWqzL5LRFtoLOfUhSs
Pipe Fittings,M_Elbow - Generic: Standard,Level 1,1$ROoWqzL5LRFtoLOfUhSp
Pipe Fittings,M_Elbow - Generic: Standard,Level 1,1$ROoWqzL5LRFtoLOfUhSz
Pipe Fittings,M_Elbow - Generic: Standard,Level 1,1$ROoWqzL5LRFtoLOfUhSv
Pipes,Pipe Types: Standard,,1$ROoWqzL5LRFtoLOfUhSc
Pipes,Pipe Types: Standard,,1$ROoWqzL5LRFtoLOfUhSX
Pipe Fittings,M_Elbow - Generic: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhSi
Pipe Fittings,M_Elbow - Generic: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhSk
Pipe Fittings,M_Elbow - Generic: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhSg
Pipe Fittings,M_Pipe Elbow: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhSM
Pipe Fittings,M_Pipe Elbow: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhQ2
Pipe Fittings,M_Transition - Generic: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhQC
Pipe Fittings,M_Tee - Generic: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhRp
Pipes,Pipe Types: Standard,,1$ROoWqzL5LRFtoLOfUhRo
Pipe Fittings,M_Elbow - Generic: Standard,Level 2,1$ROoWqzL5LRFtoLOfUhR$
